case_id,filename,why_selected,quality_rating
all,"Croppedmicrograph1062.png",all_images_user_approved,5
all,"Croppedmicrograph1063.png",all_images_user_approved,5
all,"Croppedmicrograph1064.png",all_images_user_approved,5
all,"Croppedmicrograph1068.png",all_images_user_approved,5
all,"Croppedmicrograph107.png",all_images_user_approved,5
all,"Croppedmicrograph1072.png",all_images_user_approved,5
all,"Croppedmicrograph1075.png",all_images_user_approved,5
all,"Croppedmicrograph1076.png",all_images_user_approved,5
all,"Croppedmicrograph1077.png",all_images_user_approved,5
all,"Croppedmicrograph1078.png",all_images_user_approved,5
all,"Croppedmicrograph1079.png",all_images_user_approved,5
all,"Croppedmicrograph1080.png",all_images_user_approved,5
all,"Croppedmicrograph1082.png",all_images_user_approved,5
all,"Croppedmicrograph1083.png",all_images_user_approved,5
all,"Croppedmicrograph109.png",all_images_user_approved,5
all,"Croppedmicrograph1092.png",all_images_user_approved,5
all,"Croppedmicrograph1093.png",all_images_user_approved,5
all,"Croppedmicrograph1094.png",all_images_user_approved,5
all,"Croppedmicrograph1096.png",all_images_user_approved,5
all,"Croppedmicrograph1097.png",all_images_user_approved,5
all,"Croppedmicrograph1098.png",all_images_user_approved,5
all,"Croppedmicrograph11.png",all_images_user_approved,5
all,"Croppedmicrograph1100.png",all_images_user_approved,5
all,"Croppedmicrograph1101.png",all_images_user_approved,5
all,"Croppedmicrograph1102.png",all_images_user_approved,5
all,"Croppedmicrograph1103.png",all_images_user_approved,5
all,"Croppedmicrograph1104.png",all_images_user_approved,5
all,"Croppedmicrograph1105.png",all_images_user_approved,5
all,"Croppedmicrograph1106.png",all_images_user_approved,5
all,"Croppedmicrograph1109.png",all_images_user_approved,5
all,"Croppedmicrograph111.png",all_images_user_approved,5
all,"Croppedmicrograph1111.png",all_images_user_approved,5
all,"Croppedmicrograph1112.png",all_images_user_approved,5
all,"Croppedmicrograph1117.png",all_images_user_approved,5
all,"Croppedmicrograph1119.png",all_images_user_approved,5
all,"Croppedmicrograph112.png",all_images_user_approved,5
all,"Croppedmicrograph1120.png",all_images_user_approved,5
all,"Croppedmicrograph1123.png",all_images_user_approved,5
all,"Croppedmicrograph1126.png",all_images_user_approved,5
all,"Croppedmicrograph1127.png",all_images_user_approved,5
all,"Croppedmicrograph1128.png",all_images_user_approved,5
all,"Croppedmicrograph1129.png",all_images_user_approved,5
all,"Croppedmicrograph113.png",all_images_user_approved,5
all,"Croppedmicrograph1134.png",all_images_user_approved,5
all,"Croppedmicrograph1136.png",all_images_user_approved,5
all,"Croppedmicrograph1138.png",all_images_user_approved,5
all,"Croppedmicrograph1139.png",all_images_user_approved,5
all,"Croppedmicrograph114.png",all_images_user_approved,5
all,"Croppedmicrograph1140.png",all_images_user_approved,5
all,"Croppedmicrograph1142.png",all_images_user_approved,5
all,"Croppedmicrograph1144.png",all_images_user_approved,5
all,"Croppedmicrograph1145.png",all_images_user_approved,5
all,"Croppedmicrograph1146.png",all_images_user_approved,5
all,"Croppedmicrograph1150.png",all_images_user_approved,5
all,"Croppedmicrograph1152.png",all_images_user_approved,5
all,"Croppedmicrograph1155.png",all_images_user_approved,5
all,"Croppedmicrograph1156.png",all_images_user_approved,5
all,"Croppedmicrograph1157.png",all_images_user_approved,5
all,"Croppedmicrograph1159.png",all_images_user_approved,5
all,"Croppedmicrograph1161.png",all_images_user_approved,5
all,"Croppedmicrograph1162.png",all_images_user_approved,5
all,"Croppedmicrograph1163.png",all_images_user_approved,5
all,"Croppedmicrograph1164.png",all_images_user_approved,5
all,"Croppedmicrograph1165.png",all_images_user_approved,5
all,"Croppedmicrograph1167.png",all_images_user_approved,5
all,"Croppedmicrograph1168.png",all_images_user_approved,5
all,"Croppedmicrograph1173.png",all_images_user_approved,5
all,"Croppedmicrograph1174.png",all_images_user_approved,5
all,"Croppedmicrograph1176.png",all_images_user_approved,5
all,"Croppedmicrograph1177.png",all_images_user_approved,5
all,"Croppedmicrograph1180.png",all_images_user_approved,5
all,"Croppedmicrograph1182.png",all_images_user_approved,5
all,"Croppedmicrograph1183.png",all_images_user_approved,5
all,"Croppedmicrograph1185.png",all_images_user_approved,5
all,"Croppedmicrograph1186.png",all_images_user_approved,5
all,"Croppedmicrograph1188.png",all_images_user_approved,5
all,"Croppedmicrograph1189.png",all_images_user_approved,5
all,"Croppedmicrograph119.png",all_images_user_approved,5
all,"Croppedmicrograph1192.png",all_images_user_approved,5
all,"Croppedmicrograph1193.png",all_images_user_approved,5
all,"Croppedmicrograph1195.png",all_images_user_approved,5
all,"Croppedmicrograph1196.png",all_images_user_approved,5
all,"Croppedmicrograph1197.png",all_images_user_approved,5
all,"Croppedmicrograph1198.png",all_images_user_approved,5
all,"Croppedmicrograph1199.png",all_images_user_approved,5
all,"Croppedmicrograph12.png",all_images_user_approved,5
all,"Croppedmicrograph1200.png",all_images_user_approved,5
all,"Croppedmicrograph1201.png",all_images_user_approved,5
all,"Croppedmicrograph1202.png",all_images_user_approved,5
all,"Croppedmicrograph1204.png",all_images_user_approved,5
all,"Croppedmicrograph1205.png",all_images_user_approved,5
all,"Croppedmicrograph1206.png",all_images_user_approved,5
all,"Croppedmicrograph1207.png",all_images_user_approved,5
all,"Croppedmicrograph121.png",all_images_user_approved,5
all,"Croppedmicrograph1210.png",all_images_user_approved,5
all,"Croppedmicrograph1213.png",all_images_user_approved,5
all,"Croppedmicrograph1214.png",all_images_user_approved,5
all,"Croppedmicrograph1215.png",all_images_user_approved,5
all,"Croppedmicrograph1216.png",all_images_user_approved,5
all,"Croppedmicrograph1217.png",all_images_user_approved,5
all,"Croppedmicrograph1218.png",all_images_user_approved,5
all,"Croppedmicrograph1219.png",all_images_user_approved,5
all,"Croppedmicrograph122.png",all_images_user_approved,5
all,"Croppedmicrograph1223.png",all_images_user_approved,5
all,"Croppedmicrograph1226.png",all_images_user_approved,5
all,"Croppedmicrograph1227.png",all_images_user_approved,5
all,"Croppedmicrograph1228.png",all_images_user_approved,5
all,"Croppedmicrograph1232.png",all_images_user_approved,5
all,"Croppedmicrograph1234.png",all_images_user_approved,5
all,"Croppedmicrograph1238.png",all_images_user_approved,5
all,"Croppedmicrograph1239.png",all_images_user_approved,5
all,"Croppedmicrograph124.png",all_images_user_approved,5
all,"Croppedmicrograph1240.png",all_images_user_approved,5
all,"Croppedmicrograph1241.png",all_images_user_approved,5
all,"Croppedmicrograph1243.png",all_images_user_approved,5
all,"Croppedmicrograph1247.png",all_images_user_approved,5
all,"Croppedmicrograph1248.png",all_images_user_approved,5
all,"Croppedmicrograph1249.png",all_images_user_approved,5
all,"Croppedmicrograph1252.png",all_images_user_approved,5
all,"Croppedmicrograph1254.png",all_images_user_approved,5
all,"Croppedmicrograph1255.png",all_images_user_approved,5
all,"Croppedmicrograph1256.png",all_images_user_approved,5
all,"Croppedmicrograph1257.png",all_images_user_approved,5
all,"Croppedmicrograph1259.png",all_images_user_approved,5
all,"Croppedmicrograph126.png",all_images_user_approved,5
all,"Croppedmicrograph1260.png",all_images_user_approved,5
all,"Croppedmicrograph1261.png",all_images_user_approved,5
all,"Croppedmicrograph1262.png",all_images_user_approved,5
all,"Croppedmicrograph1265.png",all_images_user_approved,5
all,"Croppedmicrograph1266.png",all_images_user_approved,5
all,"Croppedmicrograph1267.png",all_images_user_approved,5
all,"Croppedmicrograph1268.png",all_images_user_approved,5
all,"Croppedmicrograph127.png",all_images_user_approved,5
all,"Croppedmicrograph1271.png",all_images_user_approved,5
all,"Croppedmicrograph1272.png",all_images_user_approved,5
all,"Croppedmicrograph1273.png",all_images_user_approved,5
all,"Croppedmicrograph1274.png",all_images_user_approved,5
all,"Croppedmicrograph1279.png",all_images_user_approved,5
all,"Croppedmicrograph128.png",all_images_user_approved,5
all,"Croppedmicrograph1280.png",all_images_user_approved,5
all,"Croppedmicrograph1281.png",all_images_user_approved,5
all,"Croppedmicrograph1283.png",all_images_user_approved,5
all,"Croppedmicrograph1284.png",all_images_user_approved,5
all,"Croppedmicrograph1285.png",all_images_user_approved,5
all,"Croppedmicrograph1287.png",all_images_user_approved,5
all,"Croppedmicrograph1288.png",all_images_user_approved,5
all,"Croppedmicrograph1289.png",all_images_user_approved,5
all,"Croppedmicrograph1291.png",all_images_user_approved,5
all,"Croppedmicrograph1294.png",all_images_user_approved,5
all,"Croppedmicrograph1295.png",all_images_user_approved,5
all,"Croppedmicrograph1298.png",all_images_user_approved,5
all,"Croppedmicrograph13.png",all_images_user_approved,5
all,"Croppedmicrograph130.png",all_images_user_approved,5
all,"Croppedmicrograph1300.png",all_images_user_approved,5
all,"Croppedmicrograph1302.png",all_images_user_approved,5
all,"Croppedmicrograph1303.png",all_images_user_approved,5
all,"Croppedmicrograph1304.png",all_images_user_approved,5
all,"Croppedmicrograph1305.png",all_images_user_approved,5
all,"Croppedmicrograph1306.png",all_images_user_approved,5
all,"Croppedmicrograph1309.png",all_images_user_approved,5
all,"Croppedmicrograph131.png",all_images_user_approved,5
all,"Croppedmicrograph1311.png",all_images_user_approved,5
all,"Croppedmicrograph1316.png",all_images_user_approved,5
all,"Croppedmicrograph1318.png",all_images_user_approved,5
all,"Croppedmicrograph1321.png",all_images_user_approved,5
all,"Croppedmicrograph1322.png",all_images_user_approved,5
all,"Croppedmicrograph1324.png",all_images_user_approved,5
all,"Croppedmicrograph1326.png",all_images_user_approved,5
all,"Croppedmicrograph1327.png",all_images_user_approved,5
all,"Croppedmicrograph1329.png",all_images_user_approved,5
all,"Croppedmicrograph133.png",all_images_user_approved,5
all,"Croppedmicrograph1330.png",all_images_user_approved,5
all,"Croppedmicrograph1331.png",all_images_user_approved,5
all,"Croppedmicrograph1332.png",all_images_user_approved,5
all,"Croppedmicrograph1333.png",all_images_user_approved,5
all,"Croppedmicrograph1337.png",all_images_user_approved,5
all,"Croppedmicrograph1338.png",all_images_user_approved,5
all,"Croppedmicrograph1339.png",all_images_user_approved,5
all,"Croppedmicrograph1344.png",all_images_user_approved,5
all,"Croppedmicrograph1347.png",all_images_user_approved,5
all,"Croppedmicrograph1348.png",all_images_user_approved,5
all,"Croppedmicrograph1349.png",all_images_user_approved,5
all,"Croppedmicrograph135.png",all_images_user_approved,5
all,"Croppedmicrograph1351.png",all_images_user_approved,5
all,"Croppedmicrograph1356.png",all_images_user_approved,5
all,"Croppedmicrograph1357.png",all_images_user_approved,5
all,"Croppedmicrograph1358.png",all_images_user_approved,5
all,"Croppedmicrograph1359.png",all_images_user_approved,5
all,"Croppedmicrograph1361.png",all_images_user_approved,5
all,"Croppedmicrograph1364.png",all_images_user_approved,5
all,"Croppedmicrograph1366.png",all_images_user_approved,5
all,"Croppedmicrograph1367.png",all_images_user_approved,5
all,"Croppedmicrograph1368.png",all_images_user_approved,5
all,"Croppedmicrograph137.png",all_images_user_approved,5
all,"Croppedmicrograph1370.png",all_images_user_approved,5
all,"Croppedmicrograph1371.png",all_images_user_approved,5
all,"Croppedmicrograph1372.png",all_images_user_approved,5
all,"Croppedmicrograph1374.png",all_images_user_approved,5
all,"Croppedmicrograph1376.png",all_images_user_approved,5
all,"Croppedmicrograph1378.png",all_images_user_approved,5
all,"Croppedmicrograph1379.png",all_images_user_approved,5
all,"Croppedmicrograph138.png",all_images_user_approved,5
all,"Croppedmicrograph1384.png",all_images_user_approved,5
all,"Croppedmicrograph1385.png",all_images_user_approved,5
all,"Croppedmicrograph1388.png",all_images_user_approved,5
all,"Croppedmicrograph1389.png",all_images_user_approved,5
all,"Croppedmicrograph1390.png",all_images_user_approved,5
all,"Croppedmicrograph1391.png",all_images_user_approved,5
all,"Croppedmicrograph1392.png",all_images_user_approved,5
all,"Croppedmicrograph1393.png",all_images_user_approved,5
all,"Croppedmicrograph1394.png",all_images_user_approved,5
all,"Croppedmicrograph1395.png",all_images_user_approved,5
all,"Croppedmicrograph1396.png",all_images_user_approved,5
all,"Croppedmicrograph1397.png",all_images_user_approved,5
all,"Croppedmicrograph1398.png",all_images_user_approved,5
all,"Croppedmicrograph1399.png",all_images_user_approved,5
all,"Croppedmicrograph14.png",all_images_user_approved,5
all,"Croppedmicrograph1400.png",all_images_user_approved,5
all,"Croppedmicrograph1404.png",all_images_user_approved,5
all,"Croppedmicrograph1405.png",all_images_user_approved,5
all,"Croppedmicrograph1406.png",all_images_user_approved,5
all,"Croppedmicrograph1407.png",all_images_user_approved,5
all,"Croppedmicrograph1408.png",all_images_user_approved,5
all,"Croppedmicrograph1409.png",all_images_user_approved,5
all,"Croppedmicrograph1411.png",all_images_user_approved,5
all,"Croppedmicrograph1412.png",all_images_user_approved,5
all,"Croppedmicrograph1414.png",all_images_user_approved,5
all,"Croppedmicrograph1415.png",all_images_user_approved,5
all,"Croppedmicrograph1417.png",all_images_user_approved,5
all,"Croppedmicrograph1420.png",all_images_user_approved,5
all,"Croppedmicrograph1422.png",all_images_user_approved,5
all,"Croppedmicrograph1423.png",all_images_user_approved,5
all,"Croppedmicrograph1424.png",all_images_user_approved,5
all,"Croppedmicrograph1426.png",all_images_user_approved,5
all,"Croppedmicrograph1427.png",all_images_user_approved,5
all,"Croppedmicrograph1431.png",all_images_user_approved,5
all,"Croppedmicrograph1432.png",all_images_user_approved,5
all,"Croppedmicrograph1433.png",all_images_user_approved,5
all,"Croppedmicrograph1435.png",all_images_user_approved,5
all,"Croppedmicrograph1436.png",all_images_user_approved,5
all,"Croppedmicrograph1440.png",all_images_user_approved,5
all,"Croppedmicrograph1441.png",all_images_user_approved,5
all,"Croppedmicrograph1444.png",all_images_user_approved,5
all,"Croppedmicrograph1446.png",all_images_user_approved,5
all,"Croppedmicrograph1447.png",all_images_user_approved,5
all,"Croppedmicrograph1449.png",all_images_user_approved,5
all,"Croppedmicrograph1450.png",all_images_user_approved,5
all,"Croppedmicrograph1451.png",all_images_user_approved,5
all,"Croppedmicrograph1452.png",all_images_user_approved,5
all,"Croppedmicrograph1454.png",all_images_user_approved,5
all,"Croppedmicrograph1455.png",all_images_user_approved,5
all,"Croppedmicrograph1456.png",all_images_user_approved,5
all,"Croppedmicrograph1457.png",all_images_user_approved,5
all,"Croppedmicrograph1458.png",all_images_user_approved,5
all,"Croppedmicrograph1466.png",all_images_user_approved,5
all,"Croppedmicrograph1467.png",all_images_user_approved,5
all,"Croppedmicrograph1468.png",all_images_user_approved,5
all,"Croppedmicrograph1469.png",all_images_user_approved,5
all,"Croppedmicrograph1473.png",all_images_user_approved,5
all,"Croppedmicrograph1474.png",all_images_user_approved,5
all,"Croppedmicrograph1479.png",all_images_user_approved,5
all,"Croppedmicrograph148.png",all_images_user_approved,5
all,"Croppedmicrograph1482.png",all_images_user_approved,5
all,"Croppedmicrograph1483.png",all_images_user_approved,5
all,"Croppedmicrograph1485.png",all_images_user_approved,5
all,"Croppedmicrograph1487.png",all_images_user_approved,5
all,"Croppedmicrograph1489.png",all_images_user_approved,5
all,"Croppedmicrograph1490.png",all_images_user_approved,5
all,"Croppedmicrograph1492.png",all_images_user_approved,5
all,"Croppedmicrograph1497.png",all_images_user_approved,5
all,"Croppedmicrograph15.png",all_images_user_approved,5
all,"Croppedmicrograph150.png",all_images_user_approved,5
all,"Croppedmicrograph1500.png",all_images_user_approved,5
all,"Croppedmicrograph1501.png",all_images_user_approved,5
all,"Croppedmicrograph1502.png",all_images_user_approved,5
all,"Croppedmicrograph1503.png",all_images_user_approved,5
all,"Croppedmicrograph1504.png",all_images_user_approved,5
all,"Croppedmicrograph1506.png",all_images_user_approved,5
all,"Croppedmicrograph1507.png",all_images_user_approved,5
all,"Croppedmicrograph1509.png",all_images_user_approved,5
all,"Croppedmicrograph1510.png",all_images_user_approved,5
all,"Croppedmicrograph1513.png",all_images_user_approved,5
all,"Croppedmicrograph1514.png",all_images_user_approved,5
all,"Croppedmicrograph1515.png",all_images_user_approved,5
all,"Croppedmicrograph1516.png",all_images_user_approved,5
all,"Croppedmicrograph1517.png",all_images_user_approved,5
all,"Croppedmicrograph1518.png",all_images_user_approved,5
all,"Croppedmicrograph1519.png",all_images_user_approved,5
all,"Croppedmicrograph152.png",all_images_user_approved,5
all,"Croppedmicrograph1520.png",all_images_user_approved,5
all,"Croppedmicrograph1521.png",all_images_user_approved,5
all,"Croppedmicrograph1522.png",all_images_user_approved,5
all,"Croppedmicrograph1524.png",all_images_user_approved,5
all,"Croppedmicrograph1525.png",all_images_user_approved,5
all,"Croppedmicrograph1526.png",all_images_user_approved,5
all,"Croppedmicrograph1527.png",all_images_user_approved,5
all,"Croppedmicrograph1528.png",all_images_user_approved,5
all,"Croppedmicrograph1531.png",all_images_user_approved,5
all,"Croppedmicrograph1532.png",all_images_user_approved,5
all,"Croppedmicrograph1536.png",all_images_user_approved,5
all,"Croppedmicrograph1538.png",all_images_user_approved,5
all,"Croppedmicrograph1539.png",all_images_user_approved,5
all,"Croppedmicrograph154.png",all_images_user_approved,5
all,"Croppedmicrograph1540.png",all_images_user_approved,5
all,"Croppedmicrograph1542.png",all_images_user_approved,5
all,"Croppedmicrograph1543.png",all_images_user_approved,5
all,"Croppedmicrograph1544.png",all_images_user_approved,5
all,"Croppedmicrograph1549.png",all_images_user_approved,5
all,"Croppedmicrograph1551.png",all_images_user_approved,5
all,"Croppedmicrograph1552.png",all_images_user_approved,5
all,"Croppedmicrograph1554.png",all_images_user_approved,5
all,"Croppedmicrograph1555.png",all_images_user_approved,5
all,"Croppedmicrograph1556.png",all_images_user_approved,5
all,"Croppedmicrograph1558.png",all_images_user_approved,5
all,"Croppedmicrograph156.png",all_images_user_approved,5
all,"Croppedmicrograph1560.png",all_images_user_approved,5
all,"Croppedmicrograph1561.png",all_images_user_approved,5
all,"Croppedmicrograph1562.png",all_images_user_approved,5
all,"Croppedmicrograph1565.png",all_images_user_approved,5
all,"Croppedmicrograph1569.png",all_images_user_approved,5
all,"Croppedmicrograph157.png",all_images_user_approved,5
all,"Croppedmicrograph1570.png",all_images_user_approved,5
all,"Croppedmicrograph1571.png",all_images_user_approved,5
all,"Croppedmicrograph1572.png",all_images_user_approved,5
all,"Croppedmicrograph1573.png",all_images_user_approved,5
all,"Croppedmicrograph1574.png",all_images_user_approved,5
all,"Croppedmicrograph1575.png",all_images_user_approved,5
all,"Croppedmicrograph1579.png",all_images_user_approved,5
all,"Croppedmicrograph1580.png",all_images_user_approved,5
all,"Croppedmicrograph1581.png",all_images_user_approved,5
all,"Croppedmicrograph1582.png",all_images_user_approved,5
all,"Croppedmicrograph1583.png",all_images_user_approved,5
all,"Croppedmicrograph1584.png",all_images_user_approved,5
all,"Croppedmicrograph1586.png",all_images_user_approved,5
all,"Croppedmicrograph1587.png",all_images_user_approved,5
all,"Croppedmicrograph1588.png",all_images_user_approved,5
all,"Croppedmicrograph1589.png",all_images_user_approved,5
all,"Croppedmicrograph1593.png",all_images_user_approved,5
all,"Croppedmicrograph1595.png",all_images_user_approved,5
all,"Croppedmicrograph1597.png",all_images_user_approved,5
all,"Croppedmicrograph1599.png",all_images_user_approved,5
all,"Croppedmicrograph160.png",all_images_user_approved,5
all,"Croppedmicrograph1601.png",all_images_user_approved,5
all,"Croppedmicrograph1603.png",all_images_user_approved,5
all,"Croppedmicrograph1605.png",all_images_user_approved,5
all,"Croppedmicrograph1607.png",all_images_user_approved,5
all,"Croppedmicrograph1608.png",all_images_user_approved,5
all,"Croppedmicrograph161.png",all_images_user_approved,5
all,"Croppedmicrograph1610.png",all_images_user_approved,5
all,"Croppedmicrograph1611.png",all_images_user_approved,5
all,"Croppedmicrograph1613.png",all_images_user_approved,5
all,"Croppedmicrograph1615.png",all_images_user_approved,5
all,"Croppedmicrograph162.png",all_images_user_approved,5
all,"Croppedmicrograph1623.png",all_images_user_approved,5
all,"Croppedmicrograph1624.png",all_images_user_approved,5
all,"Croppedmicrograph1625.png",all_images_user_approved,5
all,"Croppedmicrograph1626.png",all_images_user_approved,5
all,"Croppedmicrograph1627.png",all_images_user_approved,5
all,"Croppedmicrograph1633.png",all_images_user_approved,5
all,"Croppedmicrograph1634.png",all_images_user_approved,5
all,"Croppedmicrograph1635.png",all_images_user_approved,5
all,"Croppedmicrograph1637.png",all_images_user_approved,5
all,"Croppedmicrograph1638.png",all_images_user_approved,5
all,"Croppedmicrograph1639.png",all_images_user_approved,5
all,"Croppedmicrograph1640.png",all_images_user_approved,5
all,"Croppedmicrograph1642.png",all_images_user_approved,5
all,"Croppedmicrograph1643.png",all_images_user_approved,5
all,"Croppedmicrograph1644.png",all_images_user_approved,5
all,"Croppedmicrograph1645.png",all_images_user_approved,5
all,"Croppedmicrograph1648.png",all_images_user_approved,5
all,"Croppedmicrograph1651.png",all_images_user_approved,5
all,"Croppedmicrograph1654.png",all_images_user_approved,5
all,"Croppedmicrograph1655.png",all_images_user_approved,5
all,"Croppedmicrograph1656.png",all_images_user_approved,5
all,"Croppedmicrograph1657.png",all_images_user_approved,5
all,"Croppedmicrograph166.png",all_images_user_approved,5
all,"Croppedmicrograph1661.png",all_images_user_approved,5
all,"Croppedmicrograph1662.png",all_images_user_approved,5
all,"Croppedmicrograph1666.png",all_images_user_approved,5
all,"Croppedmicrograph1667.png",all_images_user_approved,5
all,"Croppedmicrograph1668.png",all_images_user_approved,5
all,"Croppedmicrograph1671.png",all_images_user_approved,5
all,"Croppedmicrograph1672.png",all_images_user_approved,5
all,"Croppedmicrograph1675.png",all_images_user_approved,5
all,"Croppedmicrograph1676.png",all_images_user_approved,5
all,"Croppedmicrograph1677.png",all_images_user_approved,5
all,"Croppedmicrograph168.png",all_images_user_approved,5
all,"Croppedmicrograph1682.png",all_images_user_approved,5
all,"Croppedmicrograph1683.png",all_images_user_approved,5
all,"Croppedmicrograph1684.png",all_images_user_approved,5
all,"Croppedmicrograph1686.png",all_images_user_approved,5
all,"Croppedmicrograph1689.png",all_images_user_approved,5
all,"Croppedmicrograph169.png",all_images_user_approved,5
all,"Croppedmicrograph1693.png",all_images_user_approved,5
all,"Croppedmicrograph1694.png",all_images_user_approved,5
all,"Croppedmicrograph1696.png",all_images_user_approved,5
all,"Croppedmicrograph1697.png",all_images_user_approved,5
all,"Croppedmicrograph1698.png",all_images_user_approved,5
all,"Croppedmicrograph170.png",all_images_user_approved,5
all,"Croppedmicrograph1700.png",all_images_user_approved,5
all,"Croppedmicrograph1702.png",all_images_user_approved,5
all,"Croppedmicrograph1703.png",all_images_user_approved,5
all,"Croppedmicrograph1707.png",all_images_user_approved,5
all,"Croppedmicrograph171.png",all_images_user_approved,5
all,"Croppedmicrograph1710.png",all_images_user_approved,5
all,"Croppedmicrograph1712.png",all_images_user_approved,5
all,"Croppedmicrograph1716.png",all_images_user_approved,5
all,"Croppedmicrograph1718.png",all_images_user_approved,5
all,"Croppedmicrograph1719.png",all_images_user_approved,5
all,"Croppedmicrograph172.png",all_images_user_approved,5
all,"Croppedmicrograph1720.png",all_images_user_approved,5
all,"Croppedmicrograph1721.png",all_images_user_approved,5
all,"Croppedmicrograph1722.png",all_images_user_approved,5
all,"Croppedmicrograph1723.png",all_images_user_approved,5
all,"Croppedmicrograph1726.png",all_images_user_approved,5
all,"Croppedmicrograph173.png",all_images_user_approved,5
all,"Croppedmicrograph1730.png",all_images_user_approved,5
all,"Croppedmicrograph1731.png",all_images_user_approved,5
all,"Croppedmicrograph1732.png",all_images_user_approved,5
all,"Croppedmicrograph176.png",all_images_user_approved,5
all,"Croppedmicrograph177.png",all_images_user_approved,5
all,"Croppedmicrograph178.png",all_images_user_approved,5
all,"Croppedmicrograph18.png",all_images_user_approved,5
all,"Croppedmicrograph180.png",all_images_user_approved,5
all,"Croppedmicrograph184.png",all_images_user_approved,5
all,"Croppedmicrograph185.png",all_images_user_approved,5
all,"Croppedmicrograph186.png",all_images_user_approved,5
all,"Croppedmicrograph188.png",all_images_user_approved,5
all,"Croppedmicrograph189.png",all_images_user_approved,5
all,"Croppedmicrograph191.png",all_images_user_approved,5
all,"Croppedmicrograph192.png",all_images_user_approved,5
all,"Croppedmicrograph193.png",all_images_user_approved,5
all,"Croppedmicrograph194.png",all_images_user_approved,5
all,"Croppedmicrograph195.png",all_images_user_approved,5
all,"Croppedmicrograph196.png",all_images_user_approved,5
all,"Croppedmicrograph198.png",all_images_user_approved,5
all,"Croppedmicrograph2.png",all_images_user_approved,5
all,"Croppedmicrograph20.png",all_images_user_approved,5
all,"Croppedmicrograph200.png",all_images_user_approved,5
all,"Croppedmicrograph201.png",all_images_user_approved,5
all,"Croppedmicrograph202.png",all_images_user_approved,5
all,"Croppedmicrograph204.png",all_images_user_approved,5
all,"Croppedmicrograph205.png",all_images_user_approved,5
all,"Croppedmicrograph209.png",all_images_user_approved,5
all,"Croppedmicrograph21.png",all_images_user_approved,5
all,"Croppedmicrograph210.png",all_images_user_approved,5
all,"Croppedmicrograph211.png",all_images_user_approved,5
all,"Croppedmicrograph212.png",all_images_user_approved,5
all,"Croppedmicrograph214.png",all_images_user_approved,5
all,"Croppedmicrograph218.png",all_images_user_approved,5
all,"Croppedmicrograph220.png",all_images_user_approved,5
all,"Croppedmicrograph221.png",all_images_user_approved,5
all,"Croppedmicrograph222.png",all_images_user_approved,5
all,"Croppedmicrograph223.png",all_images_user_approved,5
all,"Croppedmicrograph224.png",all_images_user_approved,5
